snr,tbs,itbs,nr,bler
-15.5,1096,8,32,0.2987060547
-15.5,1096,8,64,0
-15.5,1096,8,128,0
-15.5,1224,7,1,1
-15.5,1224,7,2,1
-15.5,1224,7,4,1
-15.5,1224,7,8,1
-15.5,1224,7,16,1
-15.5,1224,7,32,0.0005187988
-15.5,1224,7,64,0
-15.5,1224,7,128,0
-15.5,1256,9,1,1
-15.5,1256,9,2,1
-15.5,1256,9,4,1
-15.5,1256,9,8,1
-15.5,1256,9,16,1
-15.5,1256,9,32,0.9971618652
-15.5,1256,9,64,0
-15.5,1256,9,128,0
-15.5,1384,8,1,1
-15.5,1384,8,2,1
-15.5,1384,8,4,1
-15.5,1384,8,8,1
-15.5,1384,8,16,1
-15.5,1384,8,32,0.3457641602
-15.5,1384,8,64,0
-15.5,1384,8,128,0
-15.5,1384,10,1,1
-15.5,1384,10,2,1
-15.5,1384,10,4,1
-15.5,1384,10,8,1
-15.5,1384,10,16,1
-15.5,1384,10,32,1
-15.5,1384,10,64,0
-15.5,1384,10,128,0
-15.5,1544,9,1,1
-15.5,1544,9,2,1
-15.5,1544,9,4,1
-15.5,1544,9,8,1
-15.5,1544,9,16,1
-15.5,1544,9,32,0.9956054688
-15.5,1544,9,64,0
-15.5,1544,9,128,0
-15.5,1736,10,1,1
-15.5,1736,10,2,1
-15.5,1736,10,4,1
-15.5,1736,10,8,1
-15.5,1736,10,16,1
-15.5,1736,10,32,1
-15.5,1736,10,64,0
-15.5,1736,10,128,0
-15,16,0,1,1
-15,16,0,2,0.9995727539
-15,16,0,4,0.9646911621
-15,16,0,8,0.3382568359
-15,16,0,16,0.0009460449
-15,16,0,32,0
-15,16,0,64,0
-15,16,0,128,0
-15,24,1,1,1
-15,24,1,2,1
-15,24,1,4,0.9937438965
-15,24,1,8,0.6121826172
-15,24,1,16,0.0053100586
-15,24,1,32,0
-15,24,1,64,0
-15,24,1,128,0
-15,32,0,1,1
-15,32,0,2,0.9993896484
-15,32,0,4,0.8362731934
-15,32,0,8,0.0250244141
-15,32,0,16,0
-15,32,0,32,0
-15,32,0,64,0
-15,32,0,128,0
-15,32,2,1,1
-15,32,2,2,1
-15,32,2,4,0.9996643066
-15,32,2,8,0.8432312012
-15,32,2,16,0.0303039551
-15,32,2,32,0
-15,32,2,64,0
-15,32,2,128,0
-15,40,3,1,1
-15,40,3,2,1
-15,40,3,4,0.9999694824
-15,40,3,8,0.9426879883
-15,40,3,16,0.0718078613
-15,40,3,32,3.0517578125E-05
-15,40,3,64,0
-15,40,3,128,0
-15,56,0,1,1
-15,56,0,2,0.9998168945
-15,56,0,4,0.8453063965
-15,56,0,8,0.005645752
-15,56,0,16,0
-15,56,0,32,0
-15,56,0,64,0
-15,56,0,128,0
-15,56,1,1,1
-15,56,1,2,1
-15,56,1,4,0.9966125488
-15,56,1,8,0.34375
-15,56,1,16,3.0517578125E-05
-15,56,1,32,0
-15,56,1,64,0
-15,56,1,128,0
-15,56,4,1,1
-15,56,4,2,1
-15,56,4,4,1
-15,56,4,8,0.997467041
-15,56,4,16,0.3691101074
-15,56,4,32,6.103515625E-05
-15,56,4,64,0
-15,56,4,128,0
-15,72,2,1,1
-15,72,2,2,1
-15,72,2,4,0.9998779297
-15,72,2,8,0.7448120117
-15,72,2,16,0.0006103516
-15,72,2,32,0
-15,72,2,64,0
-15,72,2,128,0
-15,72,5,1,1
-15,72,5,2,1
-15,72,5,4,1
-15,72,5,8,0.9999389648
-15,72,5,16,0.7477722168
-15,72,5,32,0.0005493164
-15,72,5,64,0
-15,72,5,128,0
-15,88,0,1,1
-15,88,0,2,1
-15,88,0,4,0.9362182617
-15,88,0,8,0.0046081543
-15,88,0,16,0
-15,88,0,32,0
-15,88,0,64,0
-15,88,0,128,0
-15,88,1,1,1
-15,88,1,2,1
-15,88,1,4,0.998260498
-15,88,1,8,0.2044677734
-15,88,1,16,0
-15,88,1,32,0
-15,88,1,64,0
-15,88,1,128,0
-15,88,6,1,1
-15,88,6,2,1
-15,88,6,4,1
-15,88,6,8,1
-15,88,6,16,0.9410400391
-15,88,6,32,0.0053405762
-15,88,6,64,0
-15,88,6,128,0
-15,104,3,1,1
-15,104,3,2,1
-15,104,3,4,1
-15,104,3,8,0.9913635254
-15,104,3,16,0.0304260254
-15,104,3,32,0
-15,104,3,64,0
-15,104,3,128,0
-15,104,7,1,1
-15,104,7,2,1
-15,104,7,4,1
-15,104,7,8,1
-15,104,7,16,0.9931945801
-15,104,7,32,0.0350646973
-15,104,7,64,0
-15,104,7,128,0
-15,120,0,1,1
-15,120,0,2,1
-15,120,0,4,0.9730529785
-15,120,0,8,0.0028686523
-15,120,0,16,0
-15,120,0,32,0
-15,120,0,64,0
-15,120,0,128,0
-15,120,4,1,1
-15,120,4,2,1
-15,120,4,4,1
-15,120,4,8,0.9994506836
-15,120,4,16,0.1340942383
-15,120,4,32,0
-15,120,4,64,0
-15,120,4,128,0
-15,120,8,1,1
-15,120,8,2,1
-15,120,8,4,1
-15,120,8,8,1
-15,120,8,16,0.9997253418
-15,120,8,32,0.1890563965
-15,120,8,64,0
-15,120,8,128,0
-15,136,9,1,1
-15,136,9,2,1
-15,136,9,4,1
-15,136,9,8,1
-15,136,9,16,1
-15,136,9,32,0.5253295898
-15,136,9,64,0
-15,136,9,128,0
-15,144,1,1,1
-15,144,1,2,1
-15,144,1,4,1
-15,144,1,8,0.4736328125
-15,144,1,16,0
-15,144,1,32,0
-15,144,1,64,0
-15,144,1,128,0
-15,144,2,1,1
-15,144,2,2,1
-15,144,2,4,1
-15,144,2,8,0.977142334
-15,144,2,16,0.001953125
-15,144,2,32,0
-15,144,2,64,0
-15,144,2,128,0
-15,144,5,1,1
-15,144,5,2,1
-15,144,5,4,1
-15,144,5,8,1
-15,144,5,16,0.5187988281
-15,144,5,32,3.0517578125E-05
-15,144,5,64,0
-15,144,5,128,0
-15,144,10,1,1
-15,144,10,2,1
-15,144,10,4,1
-15,144,10,8,1
-15,144,10,16,1
-15,144,10,32,0.7101745605
-15,144,10,64,3.0517578125E-05
-15,144,10,128,0
-15,152,0,1,1
-15,152,0,2,1
-15,152,0,4,0.9879455566
-15,152,0,8,0.0021362305
-15,152,0,16,0
-15,152,0,32,0
-15,152,0,64,0
-15,152,0,128,0
-15,176,1,1,1
-15,176,1,2,1
-15,176,1,4,1
-15,176,1,8,0.323425293
-15,176,1,16,0
-15,176,1,32,0
-15,176,1,64,0
-15,176,1,128,0
-15,176,2,1,1
-15,176,2,2,1
-15,176,2,4,1
-15,176,2,8,0.9169311523
-15,176,2,16,9.1552734375E-05
-15,176,2,32,0
-15,176,2,64,0
-15,176,2,128,0
-15,176,3,1,1
-15,176,3,2,1
-15,176,3,4,1
-15,176,3,8,0.9996032715
-15,176,3,16,0.0293884277
-15,176,3,32,0
-15,176,3,64,0
-15,176,3,128,0
-15,176,6,1,1
-15,176,6,2,1
-15,176,6,4,1
-15,176,6,8,1
-15,176,6,16,0.9180908203
-15,176,6,32,0
-15,176,6,64,0
-15,176,6,128,0
-15,208,0,1,1
-15,208,0,2,1
-15,208,0,4,0.9949951172
-15,208,0,8,0.0007629395
-15,208,0,16,0
-15,208,0,32,0
-15,208,0,64,0
-15,208,0,128,0
-15,208,1,1,1
-15,208,1,2,1
-15,208,1,4,1
-15,208,1,8,0.2230834961
-15,208,1,16,0
-15,208,1,32,0
-15,208,1,64,0
-15,208,1,128,0
-15,208,2,1,1
-15,208,2,2,1
-15,208,2,4,1
-15,208,2,8,0.8243408203
-15,208,2,16,0
-15,208,2,32,0
-15,208,2,64,0
-15,208,2,128,0
-15,208,3,1,1
-15,208,3,2,1
-15,208,3,4,1
-15,208,3,8,0.994934082
-15,208,3,16,0.0007019043
-15,208,3,32,0
-15,208,3,64,0
-15,208,3,128,0
-15,208,4,1,1
-15,208,4,2,1
-15,208,4,4,1
-15,208,4,8,1
-15,208,4,16,0.2534484863
-15,208,4,32,0
-15,208,4,64,0
-15,208,4,128,0
-15,224,5,1,1
-15,224,5,2,1
-15,224,5,4,1
-15,224,5,8,1
-15,224,5,16,0.4814147949
-15,224,5,32,0
-15,224,5,64,0
-15,224,5,128,0
-15,224,7,1,1
-15,224,7,2,1
-15,224,7,4,1
-15,224,7,8,1
-15,224,7,16,0.9992980957
-15,224,7,32,0.0027770996
-15,224,7,64,0
-15,224,7,128,0
-15,256,0,1,1
-15,256,0,2,1
-15,256,0,4,0.9945373535
-15,256,0,8,0.0001220703
-15,256,0,16,0
-15,256,0,32,0
-15,256,0,64,0
-15,256,0,128,0
-15,256,1,1,1
-15,256,1,2,1
-15,256,1,4,1
-15,256,1,8,0.037689209
-15,256,1,16,0
-15,256,1,32,0
-15,256,1,64,0
-15,256,1,128,0
-15,256,2,1,1
-15,256,2,2,1
-15,256,2,4,1
-15,256,2,8,0.862487793
-15,256,2,16,0
-15,256,2,32,0
-15,256,2,64,0
-15,256,2,128,0
-15,256,3,1,1
-15,256,3,2,1
-15,256,3,4,1
-15,256,3,8,0.9950256348
-15,256,3,16,0.0001831055
-15,256,3,32,0
-15,256,3,64,0
-15,256,3,128,0
-15,256,4,1,1
-15,256,4,2,1
-15,256,4,4,1
-15,256,4,8,1
-15,256,4,16,0.0483093262
-15,256,4,32,0
-15,256,4,64,0
-15,256,4,128,0
-15,256,6,1,1
-15,256,6,2,1
-15,256,6,4,1
-15,256,6,8,1
-15,256,6,16,0.864654541
-15,256,6,32,0
-15,256,6,64,0
-15,256,6,128,0
-15,256,8,1,1
-15,256,8,2,1
-15,256,8,4,1
-15,256,8,8,1
-15,256,8,16,1
-15,256,8,32,0.077545166
-15,256,8,64,0
-15,256,8,128,0
-15,296,9,1,1
-15,296,9,2,1
-15,296,9,4,1
-15,296,9,8,1
-15,296,9,16,1
-15,296,9,32,0.5837402344
-15,296,9,64,0
-15,296,9,128,0
-15,328,2,1,1
-15,328,2,2,1
-15,328,2,4,1
-15,328,2,8,0.7389221191
-15,328,2,16,0
-15,328,2,32,0
-15,328,2,64,0
-15,328,2,128,0
-15,328,3,1,1
-15,328,3,2,1
-15,328,3,4,1
-15,328,3,8,0.9994812012
-15,328,3,16,3.0517578125E-05
-15,328,3,32,0
-15,328,3,64,0
-15,328,3,128,0
-15,328,4,1,1
-15,328,4,2,1
-15,328,4,4,1
-15,328,4,8,1
-15,328,4,16,0.0354919434
-15,328,4,32,0
-15,328,4,64,0
-15,328,4,128,0
-15,328,5,1,1
-15,328,5,2,1
-15,328,5,4,1
-15,328,5,8,1
-15,328,5,16,0.7456359863
-15,328,5,32,0
-15,328,5,64,0
-15,328,5,128,0
-15,328,7,1,1
-15,328,7,2,1
-15,328,7,4,1
-15,328,7,8,1
-15,328,7,16,0.9996337891
-15,328,7,32,9.1552734375E-05
-15,328,7,64,0
-15,328,7,128,0
-15,328,10,1,1
-15,328,10,2,1
-15,328,10,4,1
-15,328,10,8,1
-15,328,10,16,1
-15,328,10,32,0.9311828613
-15,328,10,64,3.0517578125E-05
-15,328,10,128,0
-15,344,1,1,1
-15,344,1,2,1
-15,344,1,4,1
-15,344,1,8,0.0794372559
-15,344,1,16,0
-15,344,1,32,0
-15,344,1,64,0
-15,344,1,128,0
-15,392,6,1,1
-15,392,6,2,1
-15,392,6,4,1
-15,392,6,8,1
-15,392,6,16,0.9943237305
-15,392,6,32,0
-15,392,6,64,0
-15,392,6,128,0
-15,392,8,1,1
-15,392,8,2,1
-15,392,8,4,1
-15,392,8,8,1
-15,392,8,16,1
-15,392,8,32,0.0296020508
-15,392,8,64,0
-15,392,8,128,0
-15,408,4,1,1
-15,408,4,2,1
-15,408,4,4,1
-15,408,4,8,1
-15,408,4,16,0.0458984375
-15,408,4,32,0
-15,408,4,64,0
-15,408,4,128,0
-15,424,2,1,1
-15,424,2,2,1
-15,424,2,4,1
-15,424,2,8,0.8337097168
-15,424,2,16,0
-15,424,2,32,0
-15,424,2,64,0
-15,424,2,128,0
-15,424,5,1,1
-15,424,5,2,1
-15,424,5,4,1
-15,424,5,8,1
-15,424,5,16,0.8366088867
-15,424,5,32,0
-15,424,5,64,0
-15,424,5,128,0
-15,440,3,1,1
-15,440,3,2,1
-15,440,3,4,1
-15,440,3,8,0.9998474121
-15,440,3,16,0
-15,440,3,32,0
-15,440,3,64,0
-15,440,3,128,0
-15,456,9,1,1
-15,456,9,2,1
-15,456,9,4,1
-15,456,9,8,1
-15,456,9,16,1
-15,456,9,32,0.6193237305
-15,456,9,64,0
-15,456,9,128,0
-15,472,7,1,1
-15,472,7,2,1
-15,472,7,4,1
-15,472,7,8,1
-15,472,7,16,1
-15,472,7,32,9.1552734375E-05
-15,472,7,64,0
-15,472,7,128,0
-15,504,5,1,1
-15,504,5,2,1
-15,504,5,4,1
-15,504,5,8,1
-15,504,5,16,0.8121337891
-15,504,5,32,0
-15,504,5,64,0
-15,504,5,128,0
-15,504,6,1,1
-15,504,6,2,1
-15,504,6,4,1
-15,504,6,8,1
-15,504,6,16,0.9989624023
-15,504,6,32,0
-15,504,6,64,0
-15,504,6,128,0
-15,504,10,1,1
-15,504,10,2,1
-15,504,10,4,1
-15,504,10,8,1
-15,504,10,16,1
-15,504,10,32,0.9726867676
-15,504,10,64,0
-15,504,10,128,0
-15,536,8,1,1
-15,536,8,2,1
-15,536,8,4,1
-15,536,8,8,1
-15,536,8,16,1
-15,536,8,32,0.0283508301
-15,536,8,64,0
-15,536,8,128,0
-15,552,4,1,1
-15,552,4,2,1
-15,552,4,4,1
-15,552,4,8,1
-15,552,4,16,0.0289916992
-15,552,4,32,0
-15,552,4,64,0
-15,552,4,128,0
-15,568,3,1,1
-15,568,3,2,1
-15,568,3,4,1
-15,568,3,8,1
-15,568,3,16,0
-15,568,3,32,0
-15,568,3,64,0
-15,568,3,128,0
-15,584,7,1,1
-15,584,7,2,1
-15,584,7,4,1
-15,584,7,8,1
-15,584,7,16,1
-15,584,7,32,0
-15,584,7,64,0
-15,584,7,128,0
-15,600,6,1,1
-15,600,6,2,1
-15,600,6,4,1
-15,600,6,8,1
-15,600,6,16,0.9994506836
-15,600,6,32,0
-15,600,6,64,0
-15,600,6,128,0
-15,616,9,1,1
-15,616,9,2,1
-15,616,9,4,1
-15,616,9,8,1
-15,616,9,16,1
-15,616,9,32,0.6557922363
-15,616,9,64,0
-15,616,9,128,0
-15,680,4,1,1
-15,680,4,2,1
-15,680,4,4,1
-15,680,4,8,1
-15,680,4,16,0.0077209473
-15,680,4,32,0
-15,680,4,64,0
-15,680,4,128,0
-15,680,5,1,1
-15,680,5,2,1
-15,680,5,4,1
-15,680,5,8,1
-15,680,5,16,0.8493347168
-15,680,5,32,0
-15,680,5,64,0
-15,680,5,128,0
-15,680,8,1,1
-15,680,8,2,1
-15,680,8,4,1
-15,680,8,8,1
-15,680,8,16,1
-15,680,8,32,0.0197143555
-15,680,8,64,0
-15,680,8,128,0
-15,680,10,1,1
-15,680,10,2,1
-15,680,10,4,1
-15,680,10,8,1
-15,680,10,16,1
-15,680,10,32,0.9861755371
-15,680,10,64,0
-15,680,10,128,0
-15,712,7,1,1
-15,712,7,2,1
-15,712,7,4,1
-15,712,7,8,1
-15,712,7,16,1
-15,712,7,32,3.0517578125E-05
-15,712,7,64,0
-15,712,7,128,0
-15,776,9,1,1
-15,776,9,2,1
-15,776,9,4,1
-15,776,9,8,1
-15,776,9,16,1
-15,776,9,32,0.684387207
-15,776,9,64,0
-15,776,9,128,0
-15,808,6,1,1
-15,808,6,2,1
-15,808,6,4,1
-15,808,6,8,1
-15,808,6,16,0.9998779297
-15,808,6,32,0
-15,808,6,64,0
-15,808,6,128,0
-15,808,8,1,1
-15,808,8,2,1
-15,808,8,4,1
-15,808,8,8,1
-15,808,8,16,1
-15,808,8,32,0.0063781738
-15,808,8,64,0
-15,808,8,128,0
-15,872,5,1,1
-15,872,5,2,1
-15,872,5,4,1
-15,872,5,8,1
-15,872,5,16,0.9418945313
-15,872,5,32,0
-15,872,5,64,0
-15,872,5,128,0
-15,872,10,1,1
-15,872,10,2,1
-15,872,10,4,1
-15,872,10,8,1
-15,872,10,16,1
-15,872,10,32,0.9985046387
-15,872,10,64,0
-15,872,10,128,0
-15,936,9,1,1
-15,936,9,2,1
-15,936,9,4,1
-15,936,9,8,1
-15,936,9,16,1
-15,936,9,32,0.7024841309
-15,936,9,64,0
-15,936,9,128,0
-15,1000,6,1,1
-15,1000,6,2,1
-15,1000,6,4,1
-15,1000,6,8,1
-15,1000,6,16,1
-15,1000,6,32,0
-15,1000,6,64,0
-15,1000,6,128,0
-15,1000,7,1,1
-15,1000,7,2,1
-15,1000,7,4,1
-15,1000,7,8,1
-15,1000,7,16,1
-15,1000,7,32,0
-15,1000,7,64,0
-15,1000,7,128,0
-15,1000,10,1,1
-15,1000,10,2,1
-15,1000,10,4,1
-15,1000,10,8,1
-15,1000,10,16,1
-15,1000,10,32,0.9786682129
-15,1000,10,64,0
-15,1000,10,128,0
-15,1096,8,1,1
-15,1096,8,2,1
-15,1096,8,4,1
-15,1096,8,8,1
-15,1096,8,16,1
-15,1096,8,32,0.0052490234
-15,1096,8,64,0
-15,1096,8,128,0
-15,1224,7,1,1
-15,1224,7,2,1
-15,1224,7,4,1
-15,1224,7,8,1
-15,1224,7,16,1
-15,1224,7,32,0
-15,1224,7,64,0
-15,1224,7,128,0
-15,1256,9,1,1
-15,1256,9,2,1
-15,1256,9,4,1
-15,1256,9,8,1
-15,1256,9,16,1
-15,1256,9,32,0.7391662598
-15,1256,9,64,0
-15,1256,9,128,0
-15,1384,8,1,1
-15,1384,8,2,1
-15,1384,8,4,1
-15,1384,8,8,1
-15,1384,8,16,1
-15,1384,8,32,0.0040588379
-15,1384,8,64,0
-15,1384,8,128,0
-15,1384,10,1,1
-15,1384,10,2,1
-15,1384,10,4,1
-15,1384,10,8,1
-15,1384,10,16,1
-15,1384,10,32,0.9995422363
-15,1384,10,64,0
-15,1384,10,128,0
-15,1544,9,1,1
-15,1544,9,2,1
-15,1544,9,4,1
-15,1544,9,8,1
-15,1544,9,16,1
-15,1544,9,32,0.5903320313
-15,1544,9,64,0
-15,1544,9,128,0
-15,1736,10,1,1
-15,1736,10,2,1
-15,1736,10,4,1
-15,1736,10,8,1
-15,1736,10,16,1
-15,1736,10,32,1
-15,1736,10,64,0
-15,1736,10,128,0
-14.5,16,0,1,1
-14.5,16,0,2,0.9991455078
-14.5,16,0,4,0.9287414551
-14.5,16,0,8,0.2069091797
-14.5,16,0,16,0.0002441406
-14.5,16,0,32,0
-14.5,16,0,64,0
-14.5,16,0,128,0
-14.5,24,1,1,1
-14.5,24,1,2,0.9999389648
-14.5,24,1,4,0.986907959
-14.5,24,1,8,0.4428405762
-14.5,24,1,16,0.0010986328
-14.5,24,1,32,0
-14.5,24,1,64,0
-14.5,24,1,128,0
-14.5,32,0,1,1
-14.5,32,0,2,0.9984741211
-14.5,32,0,4,0.7090148926
-14.5,32,0,8,0.0064086914
-14.5,32,0,16,0
-14.5,32,0,32,0
-14.5,32,0,64,0
-14.5,32,0,128,0
-14.5,32,2,1,1
-14.5,32,2,2,1
-14.5,32,2,4,0.9985351563
-14.5,32,2,8,0.7212219238
-14.5,32,2,16,0.0081176758
-14.5,32,2,32,0
-14.5,32,2,64,0
-14.5,32,2,128,0
-14.5,40,3,1,1
-14.5,40,3,2,1
-14.5,40,3,4,0.9998474121
-14.5,40,3,8,0.8690490723
-14.5,40,3,16,0.0216369629
-14.5,40,3,32,0
-14.5,40,3,64,0
-14.5,40,3,128,0
-14.5,56,0,1,1
-14.5,56,0,2,0.9994506836
-14.5,56,0,4,0.6854553223
-14.5,56,0,8,0.0006408691
-14.5,56,0,16,0
-14.5,56,0,32,0
-14.5,56,0,64,0
-14.5,56,0,128,0
-14.5,56,1,1,1
-14.5,56,1,2,1
-14.5,56,1,4,0.9878234863
-14.5,56,1,8,0.158996582
-14.5,56,1,16,0
-14.5,56,1,32,0
-14.5,56,1,64,0
-14.5,56,1,128,0
-14.5,56,4,1,1
-14.5,56,4,2,1
-14.5,56,4,4,1
-14.5,56,4,8,0.9887084961
-14.5,56,4,16,0.1764831543
-14.5,56,4,32,3.0517578125E-05
-14.5,56,4,64,0
-14.5,56,4,128,0
-14.5,72,2,1,1
-14.5,72,2,2,1
-14.5,72,2,4,0.9994812012
-14.5,72,2,8,0.5247497559
-14.5,72,2,16,6.103515625E-05
-14.5,72,2,32,0
-14.5,72,2,64,0
-14.5,72,2,128,0
-14.5,72,5,1,1
-14.5,72,5,2,1
-14.5,72,5,4,1
-14.5,72,5,8,0.9996643066
-14.5,72,5,16,0.5212097168
-14.5,72,5,32,3.0517578125E-05
-14.5,72,5,64,0
-14.5,72,5,128,0
-14.5,88,0,1,1
-14.5,88,0,2,1
-14.5,88,0,4,0.8136291504
-14.5,88,0,8,0.0008239746
-14.5,88,0,16,0
-14.5,88,0,32,0
-14.5,88,0,64,0
-14.5,88,0,128,0
-14.5,88,1,1,1
-14.5,88,1,2,1
-14.5,88,1,4,0.991973877
-14.5,88,1,8,0.0611877441
-14.5,88,1,16,0
-14.5,88,1,32,0
-14.5,88,1,64,0
-14.5,88,1,128,0
-14.5,88,6,1,1
-14.5,88,6,2,1
-14.5,88,6,4,1
-14.5,88,6,8,1
-14.5,88,6,16,0.8305664063
-14.5,88,6,32,0.0006713867
-14.5,88,6,64,0
-14.5,88,6,128,0
-14.5,104,3,1,1
-14.5,104,3,2,1
-14.5,104,3,4,1
-14.5,104,3,8,0.9595336914
-14.5,104,3,16,0.0036315918
-14.5,104,3,32,0
-14.5,104,3,64,0
-14.5,104,3,128,0
-14.5,104,7,1,1
-14.5,104,7,2,1
-14.5,104,7,4,1
-14.5,104,7,8,1
-14.5,104,7,16,0.9653625488
-14.5,104,7,32,0.0054931641
-14.5,104,7,64,0
-14.5,104,7,128,0
-14.5,120,0,1,1
-14.5,120,0,2,1
-14.5,120,0,4,0.8894348145
-14.5,120,0,8,0.0001220703
-14.5,120,0,16,0
-14.5,120,0,32,0
-14.5,120,0,64,0
-14.5,120,0,128,0
-14.5,120,4,1,1
-14.5,120,4,2,1
-14.5,120,4,4,1
-14.5,120,4,8,0.9948120117
-14.5,120,4,16,0.0283508301
-14.5,120,4,32,0
-14.5,120,4,64,0
-14.5,120,4,128,0
-14.5,120,8,1,1
-14.5,120,8,2,1
-14.5,120,8,4,1
-14.5,120,8,8,1
-14.5,120,8,16,0.9978027344
-14.5,120,8,32,0.0484619141
-14.5,120,8,64,0
-14.5,120,8,128,0
-14.5,136,9,1,1
-14.5,136,9,2,1
-14.5,136,9,4,1
-14.5,136,9,8,1
-14.5,136,9,16,0.999786377
-14.5,136,9,32,0.2301635742
-14.5,136,9,64,0
-14.5,136,9,128,0
-14.5,144,1,1,1
-14.5,144,1,2,1
-14.5,144,1,4,0.9999084473
-14.5,144,1,8,0.1859130859
-14.5,144,1,16,0
-14.5,144,1,32,0
-14.5,144,1,64,0
-14.5,144,1,128,0
-14.5,144,2,1,1
-14.5,144,2,2,1
-14.5,144,2,4,1
-14.5,144,2,8,0.892364502
-14.5,144,2,16,9.1552734375E-05
-14.5,144,2,32,0
-14.5,144,2,64,0
-14.5,144,2,128,0
-14.5,144,5,1,1
-14.5,144,5,2,1
-14.5,144,5,4,1
-14.5,144,5,8,1
-14.5,144,5,16,0.2196960449
-14.5,144,5,32,0
-14.5,144,5,64,0
-14.5,144,5,128,0
-14.5,144,10,1,1
-14.5,144,10,2,1
-14.5,144,10,4,1
-14.5,144,10,8,1
-14.5,144,10,16,1
-14.5,144,10,32,0.4126586914
-14.5,144,10,64,3.0517578125E-05
-14.5,144,10,128,0
-14.5,152,0,1,1
-14.5,152,0,2,1
-14.5,152,0,4,0.9318237305
-14.5,152,0,8,0.0001220703
-14.5,152,0,16,0
-14.5,152,0,32,0
-14.5,152,0,64,0
-14.5,152,0,128,0
-14.5,176,1,1,1
-14.5,176,1,2,1
-14.5,176,1,4,0.9999389648
-14.5,176,1,8,0.0844726563
-14.5,176,1,16,0
-14.5,176,1,32,0
-14.5,176,1,64,0
-14.5,176,1,128,0
-14.5,176,2,1,1
-14.5,176,2,2,1
-14.5,176,2,4,1
-14.5,176,2,8,0.7110290527
-14.5,176,2,16,0
-14.5,176,2,32,0
-14.5,176,2,64,0
-14.5,176,2,128,0
-14.5,176,3,1,1
-14.5,176,3,2,1
-14.5,176,3,4,1
-14.5,176,3,8,0.9938964844
-14.5,176,3,16,0.0021057129
-14.5,176,3,32,0
-14.5,176,3,64,0
-14.5,176,3,128,0
-14.5,176,6,1,1
-14.5,176,6,2,1
-14.5,176,6,4,1
-14.5,176,6,8,1
-14.5,176,6,16,0.7080078125
-14.5,176,6,32,0
-14.5,176,6,64,0
-14.5,176,6,128,0
-14.5,208,0,1,1
-14.5,208,0,2,1
-14.5,208,0,4,0.9531555176
-14.5,208,0,8,0
-14.5,208,0,16,0
-14.5,208,0,32,0
-14.5,208,0,64,0
-14.5,208,0,128,0
-14.5,208,1,1,1
-14.5,208,1,2,1
-14.5,208,1,4,0.9998474121
-14.5,208,1,8,0.0379333496
-14.5,208,1,16,0
-14.5,208,1,32,0
-14.5,208,1,64,0
-14.5,208,1,128,0
-14.5,208,2,1,1
-14.5,208,2,2,1
-14.5,208,2,4,1
-14.5,208,2,8,0.4936828613
-14.5,208,2,16,0
-14.5,208,2,32,0
-14.5,208,2,64,0
-14.5,208,2,128,0
-14.5,208,3,1,1
-14.5,208,3,2,1
-14.5,208,3,4,1
-14.5,208,3,8,0.9537658691
-14.5,208,3,16,3.0517578125E-05
-14.5,208,3,32,0
-14.5,208,3,64,0
-14.5,208,3,128,0
-14.5,208,4,1,1
-14.5,208,4,2,1
-14.5,208,4,4,1
-14.5,208,4,8,0.9998779297
-14.5,208,4,16,0.0495300293
-14.5,208,4,32,0
-14.5,208,4,64,0
-14.5,208,4,128,0
-14.5,224,5,1,1
-14.5,224,5,2,1
-14.5,224,5,4,1
-14.5,224,5,8,0.9999694824
-14.5,224,5,16,0.1429138184
-14.5,224,5,32,0
-14.5,224,5,64,0
-14.5,224,5,128,0
-14.5,224,7,1,1
-14.5,224,7,2,1
-14.5,224,7,4,1
-14.5,224,7,8,1
-14.5,224,7,16,0.9878234863
-14.5,224,7,32,0
-14.5,224,7,64,0
-14.5,224,7,128,0
-14.5,256,0,1,1
-14.5,256,0,2,1
-14.5,256,0,4,0.9403076172
-14.5,256,0,8,3.0517578125E-05
-14.5,256,0,16,0
-14.5,256,0,32,0
-14.5,256,0,64,0
-14.5,256,0,128,0
-14.5,256,1,1,1
-14.5,256,1,2,1
-14.5,256,1,4,0.999786377
-14.5,256,1,8,0.0021362305
-14.5,256,1,16,0
-14.5,256,1,32,0
-14.5,256,1,64,0
-14.5,256,1,128,0
-14.5,256,2,1,1
-14.5,256,2,2,1
-14.5,256,2,4,1
-14.5,256,2,8,0.5266113281
-14.5,256,2,16,0
-14.5,256,2,32,0
-14.5,256,2,64,0
-14.5,256,2,128,0
-14.5,256,3,1,1
-14.5,256,3,2,1
-14.5,256,3,4,1
-14.5,256,3,8,0.9422912598
-14.5,256,3,16,0
-14.5,256,3,32,0
-14.5,256,3,64,0
-14.5,256,3,128,0
-14.5,256,4,1,1
-14.5,256,4,2,1
-14.5,256,4,4,1
-14.5,256,4,8,0.999786377
-14.5,256,4,16,0.0034179688
-14.5,256,4,32,0
-14.5,256,4,64,0
-14.5,256,4,128,0
-14.5,256,6,1,1
-14.5,256,6,2,1
-14.5,256,6,4,1
-14.5,256,6,8,1
-14.5,256,6,16,0.5285949707
-14.5,256,6,32,0
-14.5,256,6,64,0
-14.5,256,6,128,0
-14.5,256,8,1,1
-14.5,256,8,2,1
-14.5,256,8,4,1
-14.5,256,8,8,1
-14.5,256,8,16,0.9998779297
